GameID;Date;Side;Win/Lose;Player;Lane;Hero;Ban Hero;Spell;Team;Opponent;Skor Game;Kill;Death;Assist;Duration;Map;Stage
MSC26_GA_M07_G2;24/07/2026;Blue;Lose;Super Marco;Goldlane;Brody;Badang;Flicker;Team Falcons PH;Team Vitality;0 - 2;3;2;4;18:21;Broken Walls;Group A
MSC26_GA_M07_G2;24/07/2026;Blue;Lose;Owgwen;Roamer;Akai;Sora;Flicker;Team Falcons PH;Team Vitality;0 - 2;0;4;4;18:21;Broken Walls;Group A
MSC26_GA_M08_G1;24/07/2026;Blue;Win;Sanji(FL);Explane;Uranus;Ling;Purify;Team Falcons;IGNITE Gaming;1 - 0;0;1;5;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G1;24/07/2026;Blue;Win;Boyet;Jungler;Akai;Hirara;Retribution;Team Falcons;IGNITE Gaming;1 - 0;3;1;8;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G1;24/07/2026;Blue;Win;Cuffin;Midlane;Gord;Valentina;Flicker;Team Falcons;IGNITE Gaming;1 - 0;4;0;10;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G1;24/07/2026;Blue;Win;Saano;Goldlane;Clint;Belerick;Flicker;Team Falcons;IGNITE Gaming;1 - 0;7;1;3;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G1;24/07/2026;Blue;Win;Trolll;Roamer;Marcel;Yu Zhong;Flicker;Team Falcons;IGNITE Gaming;1 - 0;0;0;14;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G1;24/07/2026;Red;Lose;Diablo;Explane;Barats;Freya;Flicker;IGNITE Gaming;Team Falcons;0 - 1;1;2;1;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G1;24/07/2026;Red;Lose;Kelvin;Jungler;Yi Sunshin;Eudora;Retribution;IGNITE Gaming;Team Falcons;0 - 1;1;2;2;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G1;24/07/2026;Red;Lose;Roy;Midlane;Zhuxin;Atlas;Flicker;IGNITE Gaming;Team Falcons;0 - 1;1;1;2;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G1;24/07/2026;Red;Lose;CS;Goldlane;Paquito;Arlott;Flicker;IGNITE Gaming;Team Falcons;0 - 1;0;5;0;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G1;24/07/2026;Red;Lose;Jayy;Roamer;Minotaur;Melissa;Flicker;IGNITE Gaming;Team Falcons;0 - 1;0;4;3;14:29;Expanding Rivers;Group A
MSC26_GA_M08_G2;24/07/2026;Red;Lose;Sanji(FL);Explane;Paquito;Ling;Flicker;Team Falcons;IGNITE Gaming;1 - 1;3;5;4;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G2;24/07/2026;Red;Lose;Boyet;Jungler;Barats;Freya;Retribution;Team Falcons;IGNITE Gaming;1 - 1;3;3;8;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G2;24/07/2026;Red;Lose;Cuffin;Midlane;Valentina;Belerick;Flicker;Team Falcons;IGNITE Gaming;1 - 1;2;2;11;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G2;24/07/2026;Red;Lose;Saano;Goldlane;Clint;Yu Zhong;Flicker;Team Falcons;IGNITE Gaming;1 - 1;6;2;3;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G2;24/07/2026;Red;Lose;Trolll;Roamer;Atlas;Hylos;Flicker;Team Falcons;IGNITE Gaming;1 - 1;1;3;11;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G2;24/07/2026;Blue;Win;Diablo;Explane;Alice;Akai;Flicker;IGNITE Gaming;Team Falcons;1 - 1;2;3;10;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G2;24/07/2026;Blue;Win;Kelvin;Jungler;Hirara;Marcel;Retribution;IGNITE Gaming;Team Falcons;1 - 1;3;4;5;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G2;24/07/2026;Blue;Win;Roy;Midlane;Zhuxin;Eudora;Purify;IGNITE Gaming;Team Falcons;1 - 1;4;1;10;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G2;24/07/2026;Blue;Win;CS;Goldlane;Melissa;Uranus;Purify;IGNITE Gaming;Team Falcons;1 - 1;4;1;5;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G2;24/07/2026;Blue;Win;Jayy;Roamer;Gatot Kaca;Harley;Revitalize;IGNITE Gaming;Team Falcons;1 - 1;2;6;7;19:30;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Blue;Win;Sanji(FL);Explane;Uranus;Ling;Flicker;Team Falcons;IGNITE Gaming;2 - 1;3;0;8;13:57;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Blue;Win;Boyet;Jungler;Harley;Hirara;Retribution;Team Falcons;IGNITE Gaming;2 - 1;1;1;10;13:57;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Blue;Win;Cuffin;Midlane;Eudora;Freya;Flicker;Team Falcons;IGNITE Gaming;2 - 1;3;2;7;13:57;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Blue;Win;Saano;Goldlane;Clint;Gatot Kaca;Flicker;Team Falcons;IGNITE Gaming;2 - 1;5;0;7;13:57;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Blue;Win;Trolll;Roamer;Atlas;Belerick;Flicker;Team Falcons;IGNITE Gaming;2 - 1;1;0;10;13:57;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Red;Lose;Diablo;Explane;Alice;Akai;Flicker;IGNITE Gaming;Team Falcons;1 - 2;0;3;2;13:57;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Red;Lose;Kelvin;Jungler;Lancelot;Marcel;Retribution;IGNITE Gaming;Team Falcons;1 - 2;0;1;1;13:57;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Red;Lose;Roy;Midlane;Valentina;Barats;Flicker;IGNITE Gaming;Team Falcons;1 - 2;0;3;2;13:57;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Red;Lose;CS;Goldlane;Melissa;Guinevere;Purify;IGNITE Gaming;Team Falcons;1 - 2;2;2;0;13:57;Dangerous Grass;Group A
MSC26_GA_M08_G3;24/07/2026;Red;Lose;Jayy;Roamer;Grock;Arlott;Flicker;IGNITE Gaming;Team Falcons;1 - 2;1;4;1;13:57;Dangerous Grass;Group A
MSC26_GA_M09_G1;26/07/2026;Blue;Lose;Kid Bomba;Explane;Esmeralda;Phoveus;Flicker;Team Spirit;Guangzhou Gaming;0 - 1;1;2;3;21:42;Broken Walls;Group A
MSC26_GA_M09_G1;26/07/2026;Blue;Lose;zaur egoist;Jungler;Hirara;Marcel;Retribution;Team Spirit;Guangzhou Gaming;0 - 1;3;2;8;21:42;Broken Walls;Group A
MSC26_GA_M09_G1;26/07/2026;Blue;Lose;Sunset Lover;Midlane;Eudora;Melissa;Flicker;Team Spirit;Guangzhou Gaming;0 - 1;2;0;10;21:42;Broken Walls;Group A
MSC26_GA_M09_G1;26/07/2026;Blue;Lose;Hiko;Goldlane;Brody;Baxia;Flicker;Team Spirit;Guangzhou Gaming;0 - 1;7;2;1;21:42;Broken Walls;Group A
MSC26_GA_M09_G1;26/07/2026;Blue;Lose;Sawo;Roamer;Belerick;Chou;Revitalize;Team Spirit;Guangzhou Gaming;0 - 1;0;5;12;21:42;Broken Walls;Group A
MSC26_GA_M09_G1;26/07/2026;Red;Win;Modi;Explane;Alice;Freya;Flicker;Guangzhou Gaming;Team Spirit;1 - 0;1;2;7;21:42;Broken Walls;Group A
MSC26_GA_M09_G1;26/07/2026;Red;Win;ReCall;Jungler;Paquito;Atlas;Retribution;Guangzhou Gaming;Team Spirit;1 - 0;1;3;9;21:42;Broken Walls;Group A
MSC26_GA_M09_G1;26/07/2026;Red;Win;Xying;Midlane;Valentina;Fanny;Flicker;Guangzhou Gaming;Team Spirit;1 - 0;0;4;8;21:42;Broken Walls;Group A
MSC26_GA_M09_G1;26/07/2026;Red;Win;Cy;Goldlane;Karrie;Clint;Purify;Guangzhou Gaming;Team Spirit;1 - 0;9;1;1;21:42;Broken Walls;Group A
MSC26_GA_M09_G1;26/07/2026;Red;Win;Meii;Roamer;Grock;Yve;Flicker;Guangzhou Gaming;Team Spirit;1 - 0;0;3;6;21:42;Broken Walls;Group A
MSC26_GA_M09_G2;26/07/2026;Blue;Win;Kid Bomba;Explane;Barats;Phoveus;Flicker;Team Spirit;Guangzhou Gaming;1 - 1;2;0;2;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G2;26/07/2026;Blue;Win;zaur egoist;Jungler;Harley;Marcel;Retribution;Team Spirit;Guangzhou Gaming;1 - 1;2;0;3;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G2;26/07/2026;Blue;Win;Sunset Lover;Midlane;Eudora;Melissa;Flicker;Team Spirit;Guangzhou Gaming;1 - 1;2;0;4;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G2;26/07/2026;Blue;Win;Hiko;Goldlane;Paquito;Hilda;Flicker;Team Spirit;Guangzhou Gaming;1 - 1;1;0;0;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G2;26/07/2026;Blue;Win;Sawo;Roamer;Chou;Esmeralda;Flicker;Team Spirit;Guangzhou Gaming;1 - 1;0;1;3;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G2;26/07/2026;Red;Lose;Modi;Explane;Belerick;Freya;Flicker;Guangzhou Gaming;Team Spirit;1 - 1;0;0;1;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G2;26/07/2026;Red;Lose;ReCall;Jungler;Hirara;Atlas;Retribution;Guangzhou Gaming;Team Spirit;1 - 1;0;1;1;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G2;26/07/2026;Red;Lose;Xying;Midlane;Valentina;Fanny;Purify;Guangzhou Gaming;Team Spirit;1 - 1;0;1;1;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G2;26/07/2026;Red;Lose;Cy;Goldlane;Moskov;Clint;Purify;Guangzhou Gaming;Team Spirit;1 - 1;0;1;1;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G2;26/07/2026;Red;Lose;Meii;Roamer;Kaja;Uranus;Flicker;Guangzhou Gaming;Team Spirit;1 - 1;1;4;0;10:24;Dangerous Grass;Group A
MSC26_GA_M09_G3;26/07/2026;Red;Win;Kid Bomba;Explane;Barats;Atlas;Flicker;Team Spirit;Guangzhou Gaming;2 - 1;0;3;8;18:22;Expanding Rivers;Group A
MSC26_GA_M09_G3;26/07/2026;Red;Win;zaur egoist;Jungler;Fanny;Freya;Retribution;Team Spirit;Guangzhou Gaming;2 - 1;6;0;3;18:22;Expanding Rivers;Group A
MSC26_GA_M09_G3;26/07/2026;Red;Win;Sunset Lover;Midlane;Eudora;Phoveus;Flicker;Team Spirit;Guangzhou Gaming;2 - 1;1;1;9;18:22;Expanding Rivers;Group A
MSC26_GA_M09_G3;26/07/2026;Red;Win;Hiko;Goldlane;Granger;Melissa;Flicker;Team Spirit;Guangzhou Gaming;2 - 1;5;0;2;18:22;Expanding Rivers;Group A
MSC26_GA_M09_G3;26/07/2026;Red;Win;Sawo;Roamer;Marcel;Moskov;Revitalize;Team Spirit;Guangzhou Gaming;2 - 1;2;0;7;18:22;Expanding Rivers;Group A
MSC26_GA_M09_G3;26/07/2026;Blue;Lose;Modi;Explane;Uranus;Chou;Purify;Guangzhou Gaming;Team Spirit;1 - 2;1;2;2;18:22;Expanding Rivers;Group A
MSC26_GA_M09_G3;26/07/2026;Blue;Lose;ReCall;Jungler;Hirara;Paquito;Retribution;Guangzhou Gaming;Team Spirit;1 - 2;1;5;2;18:22;Expanding Rivers;Group A
MSC26_GA_M09_G3;26/07/2026;Blue;Lose;Xying;Midlane;Lylia;Harley;Purify;Guangzhou Gaming;Team Spirit;1 - 2;0;3;3;18:22;Expanding Rivers;Group A
MSC26_GA_M09_G3;26/07/2026;Blue;Lose;Cy;Goldlane;Brody;Clint;Flicker;Guangzhou Gaming;Team Spirit;1 - 2;2;1;2;18:22;Expanding Rivers;Group A
MSC26_GA_M09_G3;26/07/2026;Blue;Lose;Meii;Roamer;Mathilda;Kaja;Revitalize;Guangzhou Gaming;Team Spirit;1 - 2;0;3;4;18:22;Expanding Rivers;Group A
MSC26_GA_M10_G1;26/07/2026;Red;Win;Flap;Explane;Uranus;Marcel;Flicker;Team Falcons PH;Team Falcons;1 - 0;2;2;7;17:19;Broken Walls;Group A
MSC26_GA_M10_G1;26/07/2026;Red;Win;Kyle;Jungler;Nolan;Freya;Retribution;Team Falcons PH;Team Falcons;1 - 0;3;1;5;17:19;Broken Walls;Group A
MSC26_GA_M10_G1;26/07/2026;Red;Win;Hadji;Midlane;Selena;Atlas;Flicker;Team Falcons PH;Team Falcons;1 - 0;7;3;6;17:19;Broken Walls;Group A
MSC26_GA_M10_G1;26/07/2026;Red;Win;Super Marco;Goldlane;Claude;Clint;Purify;Team Falcons PH;Team Falcons;1 - 0;2;0;6;17:19;Broken Walls;Group A
MSC26_GA_M10_G1;26/07/2026;Red;Win;Owgwen;Roamer;Gatot Kaca;Valentina;Revitalize;Team Falcons PH;Team Falcons;1 - 0;0;1;13;17:19;Broken Walls;Group A
MSC26_GA_M10_G1;26/07/2026;Blue;Lose;Sanji(FL);Explane;Alice;Fanny;Flicker;Team Falcons;Team Falcons PH;0 - 1;1;2;4;17:19;Broken Walls;Group A
MSC26_GA_M10_G1;26/07/2026;Blue;Lose;Boyet;Jungler;Hirara;Ling;Retribution;Team Falcons;Team Falcons PH;0 - 1;4;4;1;17:19;Broken Walls;Group A
MSC26_GA_M10_G1;26/07/2026;Blue;Lose;Cuffin;Midlane;Zhuxin;Belerick;Flicker;Team Falcons;Team Falcons PH;0 - 1;1;3;6;17:19;Broken Walls;Group A
MSC26_GA_M10_G1;26/07/2026;Blue;Lose;Saano;Goldlane;Moskov;Harith;Flicker;Team Falcons;Team Falcons PH;0 - 1;1;2;3;17:19;Broken Walls;Group A
MSC26_GA_M10_G1;26/07/2026;Blue;Lose;Trolll;Roamer;Chou;Minotaur;Flicker;Team Falcons;Team Falcons PH;0 - 1;0;3;7;17:19;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Red;Win;Flap;Explane;Esmeralda;Marcel;Flicker;Team Falcons PH;Team Falcons;2 - 0;4;0;8;15:23;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Red;Win;Kyle;Jungler;Hirara;Freya;Retribution;Team Falcons PH;Team Falcons;2 - 0;8;2;5;15:23;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Red;Win;Hadji;Midlane;Valentina;Atlas;Flicker;Team Falcons PH;Team Falcons;2 - 0;1;4;8;15:23;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Red;Win;Super Marco;Goldlane;Claude;Melissa;Purify;Team Falcons PH;Team Falcons;2 - 0;0;0;10;15:23;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Red;Win;Owgwen;Roamer;Gatot Kaca;Clint;Revitalize;Team Falcons PH;Team Falcons;2 - 0;4;3;9;15:23;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Blue;Lose;Sanji(FL);Explane;Uranus;Fanny;Flicker;Team Falcons;Team Falcons PH;0 - 2;1;5;4;15:23;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Blue;Lose;Boyet;Jungler;Akai;Ling;Retribution;Team Falcons;Team Falcons PH;0 - 2;0;4;7;15:23;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Blue;Lose;Cuffin;Midlane;Zhuxin;Selena;Flicker;Team Falcons;Team Falcons PH;0 - 2;5;2;4;15:23;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Blue;Lose;Saano;Goldlane;Moskov;Belerick;Flicker;Team Falcons;Team Falcons PH;0 - 2;1;3;1;15:23;Broken Walls;Group A
MSC26_GA_M10_G2;26/07/2026;Blue;Lose;Trolll;Roamer;Chou;Minotaur;Flicker;Team Falcons;Team Falcons PH;0 - 2;2;3;4;15:23;Broken Walls;Group A
MSC26_GB_M01_G1;23/07/2026;Blue;Win;Kramm;Explane;Uranus;Fanny;Flicker;Selangor Red Giants;PRO Esports;1 - 0;4;1;5;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G1;23/07/2026;Blue;Win;Sekys;Jungler;Hirara;Phoveus;Retribution;Selangor Red Giants;PRO Esports;1 - 0;2;4;5;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G1;23/07/2026;Blue;Win;Stormie;Midlane;Valentina;Marcel;Flicker;Selangor Red Giants;PRO Esports;1 - 0;3;4;13;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G1;23/07/2026;Blue;Win;Innocent;Goldlane;Moskov;Alice;Purify;Selangor Red Giants;PRO Esports;1 - 0;6;1;10;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G1;23/07/2026;Blue;Win;Yums;Roamer;Badang;Ruby;Flicker;Selangor Red Giants;PRO Esports;1 - 0;2;3;7;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G1;23/07/2026;Red;Lose;SryImFelix;Explane;Sora;Atlas;Flicker;PRO Esports;Selangor Red Giants;0 - 1;1;2;5;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G1;23/07/2026;Red;Lose;Koyly;Jungler;Ling;Zhuxin;Retribution;PRO Esports;Selangor Red Giants;0 - 1;6;3;5;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G1;23/07/2026;Red;Lose;SAA;Midlane;Eudora;Freya;Flicker;PRO Esports;Selangor Red Giants;0 - 1;3;5;7;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G1;23/07/2026;Red;Lose;Kouzen;Goldlane;Harith;Hilda;Purify;PRO Esports;Selangor Red Giants;0 - 1;1;2;2;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G1;23/07/2026;Red;Lose;PPPPP;Roamer;Belerick;Chou;Revitalize;PRO Esports;Selangor Red Giants;0 - 1;2;5;10;18:05;Expanding Rivers;Group B
MSC26_GB_M01_G2;23/07/2026;Blue;Lose;Kramm;Explane;Freya;Marcel;Purify;Selangor Red Giants;PRO Esports;1 - 1;1;2;4;14:56;Dangerous Grass;Group B
MSC26_GB_M01_G2;23/07/2026;Blue;Lose;Sekys;Jungler;Hirara;Yi Sunshin;Retribution;Selangor Red Giants;PRO Esports;1 - 1;2;4;3;14:56;Dangerous Grass;Group B
MSC26_GB_M01_G2;23/07/2026;Blue;Lose;Stormie;Midlane;Pharsa;Fanny;Flicker;Selangor Red Giants;PRO Esports;1 - 1;3;2;3;14:56;Dangerous Grass;Group B
MSC26_GB_M01_G2;23/07/2026;Blue;Lose;Innocent;Goldlane;Claude;Esmeralda;Purify;Selangor Red Giants;PRO Esports;1 - 1;2;2;3;14:56;Dangerous Grass;Group B
MSC26_GB_M01_G2;23/07/2026;Blue;Lose;Yums;Roamer;Chou;Eudora;Flicker;Selangor Red Giants;PRO Esports;1 - 1;1;7;5;14:56;Dangerous Grass;Group B
MSC26_GB_M01_G2;23/07/2026;Red;Win;SryImFelix;Explane;Ruby;Zhuxin;Flicker;PRO Esports;Selangor Red Giants;1 - 1;5;1;6;14:56;Dangerous Grass;Group B
MSC26_GB_M01_G2;23/07/2026;Red;Win;Koyly;Jungler;Ling;Atlas;Retribution;PRO Esports;Selangor Red Giants;1 - 1;6;1;8;14:56;Dangerous Grass;Group B
MSC26_GB_M01_G2;23/07/2026;Red;Win;SAA;Midlane;Vexana;Phoveus;Flicker;PRO Esports;Selangor Red Giants;1 - 1;1;3;6;14:56;Dangerous Grass;Group B
MSC26_GB_M01_G2;23/07/2026;Red;Win;Kouzen;Goldlane;Harith;Uranus;Flicker;PRO Esports;Selangor Red Giants;1 - 1;5;2;6;14:56;Dangerous Grass;Group B
MSC26_GB_M01_G2;23/07/2026;Red;Win;PPPPP;Roamer;Belerick;Valentina;Flicker;PRO Esports;Selangor Red Giants;1 - 1;0;2;12;14:56;Dangerous Grass;Group B
MSC26_GB_M02_G1;23/07/2026;Blue;Lose;Kramm;Explane;Yu Zhong;Marcel;Petrify;Selangor Red Giants;PRO Esports;1 - 2;2;6;6;22:33;Flying Clouds;Group B
MSC26_GB_M01_G3;23/07/2026;Blue;Lose;Sekys;Jungler;Ling;Yi Sunshin;Retribution;Selangor Red Giants;PRO Esports;1 - 2;7;5;3;22:33;Flying Clouds;Group B
MSC26_GB_M01_G3;23/07/2026;Blue;Lose;Stormie;Midlane;Valentina;Fanny;Flicker;Selangor Red Giants;PRO Esports;1 - 2;3;5;8;22:33;Flying Clouds;Group B
MSC26_GB_M01_G3;23/07/2026;Blue;Lose;Innocent;Goldlane;Clint;Moskov;Flicker;Selangor Red Giants;PRO Esports;1 - 2;2;2;6;22:33;Flying Clouds;Group B
MSC26_GB_M01_G3;23/07/2026;Blue;Lose;Yums;Roamer;Badang;Brody;Flicker;Selangor Red Giants;PRO Esports;1 - 2;0;6;4;22:33;Flying Clouds;Group B
MSC26_GB_M01_G3;23/07/2026;Red;Win;SryImFelix;Explane;Freya;Zhuxin;Vengeance;PRO Esports;Selangor Red Giants;2 - 1;3;2;11;22:33;Flying Clouds;Group B
MSC26_GB_M01_G3;23/07/2026;Red;Win;Koyly;Jungler;Hirara;Atlas;Retribution;PRO Esports;Selangor Red Giants;2 - 1;11;4;7;22:33;Flying Clouds;Group B
MSC26_GB_M01_G3;23/07/2026;Red;Win;SAA;Midlane;Eudora;Phoveus;Flicker;PRO Esports;Selangor Red Giants;2 - 1;1;6;13;22:33;Flying Clouds;Group B
MSC26_GB_M01_G3;23/07/2026;Red;Win;Kouzen;Goldlane;Harith;Uranus;Purify;PRO Esports;Selangor Red Giants;2 - 1;9;1;8;22:33;Flying Clouds;Group B
MSC26_GB_M01_G3;23/07/2026;Red;Win;PPPPP;Roamer;Belerick;Alice;Flicker;PRO Esports;Selangor Red Giants;2 - 1;0;1;19;22:33;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Red;Lose;Sanford;Explane;Esmeralda;Fanny;Flicker;Team Liquid PH;Aurora Gaming;0 - 1;1;3;0;09:40;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Red;Lose;KarlTzy;Jungler;Yi Sunshin;Ling;Retribution;Team Liquid PH;Aurora Gaming;0 - 1;0;4;0;09:40;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Red;Lose;Sanji(PH);Midlane;Eudora;Phoveus;Flicker;Team Liquid PH;Aurora Gaming;0 - 1;0;5;0;09:40;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Red;Lose;Teddy;Goldlane;Claude;Lylia;Purify;Team Liquid PH;Aurora Gaming;0 - 1;0;3;0;09:40;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Red;Lose;Jaypee;Roamer;Gatot Kaca;Selena;Revitalize;Team Liquid PH;Aurora Gaming;0 - 1;0;4;0;09:40;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Blue;Win;Lunar;Explane;Uranus;Marcel;Flicker;Aurora Gaming;Team Liquid PH;1 - 0;3;0;10;09:40;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Blue;Win;Tienzy;Jungler;Hirara;Atlas;Retribution;Aurora Gaming;Team Liquid PH;1 - 0;13;1;3;09:40;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Blue;Win;Rosa;Midlane;Rafaela;Zhuxin;Flicker;Aurora Gaming;Team Liquid PH;1 - 0;1;0;17;09:40;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Blue;Win;Sigibum;Goldlane;Freya;Chou;Flicker;Aurora Gaming;Team Liquid PH;1 - 0;2;0;9;09:40;Flying Clouds;Group B
MSC26_GB_M02_G1;23/07/2026;Blue;Win;Pagu;Roamer;Belerick;Karrie;Flicker;Aurora Gaming;Team Liquid PH;1 - 0;0;0;11;09:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Blue;Lose;Sanford;Explane;Arlott;Fanny;Flicker;Team Liquid PH;Aurora Gaming;0 - 2;6;3;2;14:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Blue;Lose;KarlTzy;Jungler;Ling;Hirara;Retribution;Team Liquid PH;Aurora Gaming;0 - 2;1;3;3;14:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Blue;Lose;Sanji(PH);Midlane;Zetian;Phoveus;Flicker;Team Liquid PH;Aurora Gaming;0 - 2;1;3;7;14:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Blue;Lose;Teddy;Goldlane;Claude;Uranus;Purify;Team Liquid PH;Aurora Gaming;0 - 2;0;3;5;14:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Blue;Lose;Jaypee;Roamer;Belerick;Esmeralda;Revitalize;Team Liquid PH;Aurora Gaming;0 - 2;0;6;8;14:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Red;Win;Lunar;Explane;Barats;Marcel;Flicker;Aurora Gaming;Team Liquid PH;2 - 0;0;3;9;14:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Red;Win;Tienzy;Jungler;Harley;Freya;Retribution;Aurora Gaming;Team Liquid PH;2 - 0;3;2;9;14:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Red;Win;Rosa;Midlane;Valentina;Eudora;Flicker;Aurora Gaming;Team Liquid PH;2 - 0;4;1;9;14:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Red;Win;Sigibum;Goldlane;Paquito;Zhuxin;Flicker;Aurora Gaming;Team Liquid PH;2 - 0;9;0;6;14:40;Flying Clouds;Group B
MSC26_GB_M02_G2;23/07/2026;Red;Win;Pagu;Roamer;Atlas;Gord;Flicker;Aurora Gaming;Team Liquid PH;2 - 0;2;2;13;14:40;Flying Clouds;Group B
MSC26_GB_M03_G1;23/07/2026;Blue;Win;Lutpiii;Explane;Barats;Esmeralda;Flicker;ONIC;Entity7;1 - 0;0;3;10;11:23;Expanding Rivers;Group B
MSC26_GB_M03_G1;23/07/2026;Blue;Win;Kairi;Jungler;Hirara;Valentina;Retribution;ONIC;Entity7;1 - 0;7;0;10;11:23;Expanding Rivers;Group B
MSC26_GB_M03_G1;23/07/2026;Blue;Win;Sanz;Midlane;Eudora;Atlas;Flicker;ONIC;Entity7;1 - 0;5;1;15;11:23;Expanding Rivers;Group B
MSC26_GB_M03_G1;23/07/2026;Blue;Win;Kelra;Goldlane;Granger;Yi Sunshin;Flicker;ONIC;Entity7;1 - 0;9;1;4;11:23;Expanding Rivers;Group B
MSC26_GB_M03_G1;23/07/2026;Blue;Win;Kiboy;Roamer;Marcel;Ling;Flicker;ONIC;Entity7;1 - 0;1;1;17;11:23;Expanding Rivers;Group B
MSC26_GB_M03_G1;23/07/2026;Red;Lose;Akashi;Explane;Phoveus;Fanny;Flicker;Entity7;ONIC;0 - 1;0;6;1;11:23;Expanding Rivers;Group B
MSC26_GB_M03_G1;23/07/2026;Red;Lose;HideOnBush;Jungler;Suyou;Ling;Retribution;Entity7;ONIC;0 - 1;4;5;1;11:23;Expanding Rivers;Group B
MSC26_GB_M03_G1;23/07/2026;Red;Lose;Shin;Midlane;Yve;Claude;Flicker;Entity7;ONIC;0 - 1;0;4;3;11:23;Expanding Rivers;Group B
MSC26_GB_M03_G1;23/07/2026;Red;Lose;Doom;Goldlane;Harith;Alice;Purify;Entity7;ONIC;0 - 1;0;1;4;11:23;Expanding Rivers;Group B
